RepRapFirmware height map file v2 generated at 2022-06-13 11:41, min error -0.142, max error 0.050, mean -0.027, deviation 0.050
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,30.00,320.00,30.00,320.00,-1.00,72.49,72.49,5,5
 -0.055, -0.062, -0.011, -0.062, -0.048
  0.040, -0.001,  0.007,  0.000,  0.020
  0.028,  0.001,  0.005,  0.020,  0.050
 -0.011, -0.030, -0.049, -0.020,  0.012
 -0.061, -0.121, -0.142, -0.130, -0.052
